week_start,week_end,url,title,date,domain,language
2022-04-18,2022-04-24,https://www.wfmz.com/news/ap/ap-business/cryptocurrency-firms-in-latest-russian-sanctions-targets/article_61192359-d281-5eef-b2cf-888676d322ae.html,Cryptocurrency firms in latest Russian sanctions targets,20220420T203000Z,wfmz.com,English
2022-04-18,2022-04-24,https://www.seattlepi.com/news/article/Cryptocurrency-firms-in-latest-Russian-sanctions-17107962.php,Cryptocurrency firms in latest Russian sanctions targets,20220420T203000Z,seattlepi.com,English
2022-04-18,2022-04-24,https://www.forbes.com/sites/jonathanponciano/2022/04/20/treasury-sanctions-first-crypto-miner-targeting-russias-bitriver-for-supporting-putins-brutal-war/,Treasury Sanctions First Crypto Miner Targeting Russia Bitriver For  Supporting Putin Brutal War,20220420T194500Z,forbes.com,English
2022-04-18,2022-04-24,https://lancasteronline.com/news/politics/cryptocurrency-miner-in-latest-russian-sanctions-targets/article_dfb38eca-4be9-5a59-93ba-601b60a5a38a.html,Cryptocurrency miner in latest Russian sanctions targets,20220420T230000Z,lancasteronline.com,English
2022-04-18,2022-04-24,https://en.interfax.com.ua/news/general/825820.html,"Zelensky , Michel discuss tougher sanctions on Russia",20220420T191500Z,en.interfax.com.ua,English
2022-04-18,2022-04-24,https://en.interfax.com.ua/news/general/825805.html,Intl working group develops proposals for further strengthening anti - Russian sanctions,20220420T191500Z,en.interfax.com.ua,English
2022-04-18,2022-04-24,https://menafn.com/1104055643/US-may-announce-more-anti-Russian-sanctions-this-week-White-House&source=22,US may announce more anti - Russian sanctions this week - Whit ...,20220420T054500Z,menafn.com,English
2022-04-18,2022-04-24,https://www.streetinsider.com/Politics/U.S.%20imposes%20new%20Russia-related%20sanctions/19935819.html,"New U . S . sanctions for Russian bank , oligarchs , crypto miner BitRiver",20220420T210000Z,streetinsider.com,English
2022-04-18,2022-04-24,https://www.bnnbloomberg.ca/germany-rejects-putin-demand-for-ruble-payments-for-gas-exports-1.1754422,Germany Rejects Putin Demand for Ruble Payments for Gas Exports,20220420T151500Z,bnnbloomberg.ca,English
2022-04-18,2022-04-24,https://www.nbcnewyork.com/news/business/money-report/u-s-sanctions-individuals-entities-helping-russia-blunt-effects-of-economic-penalties/3654497/,U . S . Lobs Fresh Round of Sanctions Against Bitcoin Miner and Others Seen to Be Aiding Russia,20220421T000000Z,nbcnewyork.com,English
2022-04-18,2022-04-24,https://www.nbcdfw.com/news/business/money-report/u-s-treasury-sanctions-russian-bitcoin-miners-as-war-enters-its-third-month/2945206/,"U . S . Treasury Sanctions Russian Bitcoin Miners , as War Enters Its Third Month",20220420T190000Z,nbcdfw.com,English
2022-04-18,2022-04-24,https://menafn.com/1104061225/Sixth-sanctions-package-will-not-be-powerful-without-embargo-on-Russian-oil-Zelensky&source=24,Sixth sanctions package will not be powerful without embargo ...,20220420T190000Z,menafn.com,English
2022-04-18,2022-04-24,https://www.bnnbloomberg.ca/u-k-plans-to-impose-further-russia-defense-sanctions-this-week-1.1754358,U . K . Plans to Impose Further Russia Defense Sanctions This Week,20220420T130000Z,bnnbloomberg.ca,English
2022-04-18,2022-04-24,https://www.ndtv.com/world-news/russia-ukraine-war-us-targets-russian-bank-oligarchs-in-new-round-of-sanctions-over-ukraine-2905635,"Russia - Ukraine War : US Targets Russian Bank , Oligarchs In New Round Of Sanctions Over Ukraine",20220420T214500Z,ndtv.com,English
2022-04-18,2022-04-24,https://www.nbcdfw.com/news/business/money-report/u-s-sanctions-individuals-entities-helping-russia-blunt-effects-of-economic-penalties/2945186/,U . S . Lobs Fresh Round of Sanctions Against Bitcoin Miner and Others Seen to Be Aiding Russia,20220420T221500Z,nbcdfw.com,English
2022-04-18,2022-04-24,https://www.nbcwashington.com/news/business/money-report/u-s-sanctions-individuals-entities-helping-russia-blunt-effects-of-economic-penalties/3029934/,U . S . Lobs Fresh Round of Sanctions Against Bitcoin Miner and Others Seen to Be Aiding Russia,20220421T000000Z,nbcwashington.com,English
2022-04-18,2022-04-24,https://www.nbclosangeles.com/news/business/money-report/u-s-sanctions-individuals-entities-helping-russia-blunt-effects-of-economic-penalties/2874094/,U . S . Lobs Fresh Round of Sanctions Against Bitcoin Miner and Others Seen to Be Aiding Russia,20220420T231500Z,nbclosangeles.com,English
2022-04-18,2022-04-24,https://www.nbcsandiego.com/news/business/money-report/u-s-treasury-sanctions-russian-bitcoin-miners-as-war-enters-its-third-month/2925131/,"U . S . Treasury Sanctions Russian Bitcoin Miners , as War Enters Its Third Month",20220420T184500Z,nbcsandiego.com,English
2022-04-18,2022-04-24,https://www.lexology.com/library/detail.aspx?g=7847ef3b-ddd2-4e95-81ee-1d7f2b02b961,Sanctions on Russia : Measures that Singapore businesses should adopt,20220421T124500Z,lexology.com,English
2022-04-18,2022-04-24,https://apnews.com/press-release/globe-newswire/business-2a09b0431530d6eb37e73141ee0a91dc,FundApps Brings Free Sanctions Data to Investment Managers,20220421T053000Z,apnews.com,English
2022-04-18,2022-04-24,https://www.globenewswire.com/news-release/2022/04/21/2426056/0/en/FundApps-Brings-Free-Sanctions-Data-to-Investment-Managers.html,FundApps Brings Free Sanctions Data to Investment Managers,20220421T053000Z,globenewswire.com,English
2022-04-18,2022-04-24,https://www.wyff4.com/article/us-rolls-out-more-sanctions-against-russia-targeting-cryptocurrency/39779451,"US rolls out more sanctions against Russia , targeting cryptocurrency",20220421T071500Z,wyff4.com,English
2022-04-18,2022-04-24,https://www.euronews.com/next/2022/04/21/fresh-us-sanctions-over-russia-s-war-in-ukraine-to-hit-a-crypto-mining-firm-for-first-time,Fresh US sanctions over Russia war in Ukraine to hit a crypto mining firm for first time,20220421T120000Z,euronews.com,English
2022-04-18,2022-04-24,https://www.wxii12.com/article/us-rolls-out-more-sanctions-against-russia-targeting-cryptocurrency/39779451,"US rolls out more sanctions against Russia , targeting cryptocurrency",20220421T063000Z,wxii12.com,English
2022-04-18,2022-04-24,https://markets.financialcontent.com/stocks/article/newswire-2022-4-21-fundapps-brings-free-sanctions-data-to-investment-managers,Stock Market | FinancialContent Business Page,20220421T060000Z,markets.financialcontent.com,English
2022-04-18,2022-04-24,https://www.thestreet.com/crypto/news/u-s-government-targets-russias-crypto-mining-industry-for-sanctions-amid-ukraine-war,"U . S . Government Targets Russia Crypto Mining Industry for Sanctions Amid Ukraine War - The Street Crypto : Bitcoin and cryptocurrency news , advice , analysis and more",20220421T203000Z,thestreet.com,English
2022-04-18,2022-04-24,https://www.wtae.com/article/us-rolls-out-more-sanctions-against-russia-targeting-cryptocurrency/39779451,"US rolls out more sanctions against Russia , targeting cryptocurrency",20220421T040000Z,wtae.com,English
2022-04-18,2022-04-24,https://www.wbaltv.com/article/us-rolls-out-more-sanctions-against-russia-targeting-cryptocurrency/39779451,"US rolls out more sanctions against Russia , targeting cryptocurrency",20220421T070000Z,wbaltv.com,English
2022-04-18,2022-04-24,https://www.wesh.com/article/us-rolls-out-more-sanctions-against-russia-targeting-cryptocurrency/39779451,"US rolls out more sanctions against Russia , targeting cryptocurrency",20220421T050000Z,wesh.com,English
2022-04-18,2022-04-24,https://www.kcci.com/article/us-rolls-out-more-sanctions-against-russia-targeting-cryptocurrency/39779451,"US rolls out more sanctions against Russia , targeting cryptocurrency",20220421T063000Z,kcci.com,English
2022-04-18,2022-04-24,https://www.investing.com/news/economy/new-us-sanctions-imposed-for-russian-bank-oligarchs-crypto-miner-bitriver-2807977,"New U . S . sanctions imposed for Russian bank , oligarchs , crypto miner BitRiver By Reuters",20220421T160000Z,investing.com,English
2022-04-18,2022-04-24,https://www.msn.com/en-us/money/markets/russias-economic-outlook-worsens-central-bank-survey/ar-AAWrOV1,Russia economic outlook worsens : central bank survey,20220421T151500Z,msn.com,English
2022-04-18,2022-04-24,https://www.marketwatch.com/story/cryptocurrency-firms-in-latest-u-s-sanctions-against-russia-01650485870,Cryptocurrency firms in latest U . S . sanctions against Russia,20220421T094500Z,marketwatch.com,English
2022-04-18,2022-04-24,https://www.kcra.com/article/us-rolls-out-more-sanctions-against-russia-targeting-cryptocurrency/39779451,"US rolls out more sanctions against Russia , targeting cryptocurrency",20220421T043000Z,kcra.com,English
2022-04-18,2022-04-24,https://www.newdelhitimes.com/cryptocurrency-miner-in-latest-russian-sanctions-targets/,Cryptocurrency miner in latest Russian sanctions targets - New Delhi Times - India Only International Newspaper,20220421T223000Z,newdelhitimes.com,English
2022-04-18,2022-04-24,https://www.stltoday.com/lifestyles/technology/cryptocurrency-miner-in-latest-russian-sanctions-targets/article_37074faf-d09e-500a-ac4a-9ef948399cf0.html,Cryptocurrency miner in latest Russian sanctions targets,20220421T031500Z,stltoday.com,English
2022-04-18,2022-04-24,https://www.ndtv.com/world-news/russia-ukraine-war-uk-sanctions-russian-army-chiefs-others-2909033,"Russia - Ukraine War : united kingdom Sanctions Russian Army Chiefs , Others",20220421T194500Z,ndtv.com,English
2022-04-18,2022-04-24,https://www.mondaq.com/unitedstates/export-controls-trade-investment-sanctions/1185354/sanctions-against-russia-the-week-in-review-8-april-2022,Sanctions Against Russia : The Week In Review | 8 April 2022 - International Law,20220421T123000Z,mondaq.com,English
2022-04-18,2022-04-24,https://www.thestreet.com/crypto/news/amid-eu-sanctions-binance-restricts-services-to-russian-users,"Amid EU Sanctions , Binance Restricts Services to Russian Users",20220421T210000Z,thestreet.com,English
2022-04-18,2022-04-24,https://www.9news.com.au/world/cryptocurrency-miner-in-latest-russian-sanctions-targets/671bde0f-0596-45c0-855f-bfbb19ef578d,Cryptocurrency miner Transkapitalbank in latest Russian sanctions targets,20220421T054500Z,9news.com.au,English
2022-04-18,2022-04-24,http://www.msn.com/en-us/news/world/report-chinese-credit-card-processor-rebuffs-russian-banks/ar-AAWqB1O,Report : Chinese credit card processor rebuffs Russian banks,20220421T073000Z,msn.com,English
2022-04-18,2022-04-24,https://rs.n1info.com/english/news/vucic-serbia-facing-problems-over-russia-sanctions/,Vucic : Serbia facing problems over Russia sanctions,20220421T143000Z,rs.n1info.com,English
2022-04-18,2022-04-24,https://dailypost.ng/2022/04/21/war-us-unveils-new-round-of-sanctions-against-russia/,War : US unveils new round of sanctions against Russia,20220421T090000Z,dailypost.ng,English
2022-04-18,2022-04-24,https://www.infowars.com/posts/biden-regime-still-refusing-to-sanction-roman-abramovich-russian-oligarch-who-fled-to-israel/,"Biden Regime Still Refusing to Sanction Roman Abramovich , Russian Oligarch Who Fled to Israel",20220421T110000Z,infowars.com,English
2022-04-18,2022-04-24,https://www.wlwt.com/article/us-rolls-out-more-sanctions-against-russia-targeting-cryptocurrency/39779451,"US rolls out more sanctions against Russia , targeting cryptocurrency",20220421T054500Z,wlwt.com,English
2022-04-18,2022-04-24,https://www.siliconrepublic.com/business/binance-russia-eu-sanctions-crypto-exchange-bitcoin,Binance cuts services to Russian accounts to comply with EU sanctions,20220421T124500Z,siliconrepublic.com,English
2022-04-18,2022-04-24,https://www.coinspeaker.com/us-treasury-crypto-mining-russia/,US Treasury Sanctions Crypto Mining Firm in Russia,20220421T133000Z,coinspeaker.com,English
2022-04-18,2022-04-24,https://www.siliconrepublic.com/business/us-sanctions-bitriver-crypto-mining-russia-ukraine,US sanctions crypto miner BitRiver for Russian operations,20220421T090000Z,siliconrepublic.com,English
2022-04-18,2022-04-24,https://www.fxempire.com/forecasts/article/u-s-government-sanctions-russian-crypto-miners-after-imf-report-974198,U . S Government Sanctions Russian Crypto Miners after IMF Report,20220421T151500Z,fxempire.com,English
2022-04-18,2022-04-24,https://www.investing.com/news/cryptocurrency-news/us-penalizes-crypto-mining-host-bitriver-ag-and-russian-banks-2807560,US Penalizes Crypto Mining Host Bitriver AG and Russian Banks By CoinQuora,20220421T084500Z,investing.com,English
2022-04-18,2022-04-24,https://abcnews.go.com/International/wireStory/report-chinese-credit-card-processor-rebuffs-russian-banks-84209860,Report : Chinese credit card processor rebuffs Russian banks,20220421T074500Z,abcnews.go.com,English
2022-04-18,2022-04-24,https://www.marketwatch.com/story/report-chinese-credit-card-processor-refuses-to-work-with-russian-banks-01650526238,Report : Chinese credit card processor refuses to work with Russian banks,20220421T080000Z,marketwatch.com,English
2022-04-18,2022-04-24,https://zwnews.com/zanu-pf-invited-sanctions-against-zimbabwe-thinking-they-are-being-patriotic-says-chief-ndiweni/,"ZANU PF invited sanctions against Zimbabwe thinking they are being patriotic , says  Chief  Ndiweni | ZIM NEWS | Zimbabwe Latest News Headlines Today , Breaking Top Stories Live Now",20220421T114500Z,zwnews.com,English
2022-04-18,2022-04-24,http://sana.sy/en/?p=269918,Russian Embassy in Washington : US new sanctions new evidence of US despair,20220421T070000Z,sana.sy,English
2022-04-18,2022-04-24,https://www.nigerianeye.com/2022/04/war-us-unveils-new-round-of-sanctions.html,War : US unveils new round of sanctions against Russia - Nigerian News . Latest Nigeria News . Your online Nigerian Newspaper .,20220421T110000Z,nigerianeye.com,English
2022-04-18,2022-04-24,https://www.nytimes.com/2022/04/22/opinion/sanctions-russia-ukraine-war.html,Opinion | Acknowledging the Limits of Sanctions,20220422T103000Z,nytimes.com,English
2022-04-18,2022-04-24,https://www.urdupoint.com/en/world/us-not-in-talks-with-russia-about-lifting-san-1500686.html,US Not In Talks With Russia About Lifting Sanctions - White House Advisor,20220422T034500Z,urdupoint.com,English
2022-04-18,2022-04-24,https://news.webindia123.com/news/Articles/World/20220422/3933976.html,US not in talks with Russia about lifting sanctions : White House advisor,20220422T104500Z,news.webindia123.com,English
2022-04-18,2022-04-24,https://www.ndtv.com/world-news/russia-ukraine-war-australia-sanctions-on-russa-australia-imposes-sanctions-on-67-russians-over-ukraines-invasion-2910250,"Russia - Ukraine War , Australia Sanctions On Russa : Australia Imposes Sanctions On 67 Russians Over Ukraine Invasion",20220422T104500Z,ndtv.com,English
2022-04-18,2022-04-24,https://nationalinterest.org/feature/how-target-russian-oil-exports-without-upending-global-energy-markets-201926,How to Target Russian Oil Exports Without Upending Global Energy Markets,20220422T150000Z,nationalinterest.org,English
2022-04-18,2022-04-24,https://en.interfax.com.ua/news/general/826362.html,Russia to remain under sanctions if there is no peace agreement on Ukraine – German Chancellor,20220422T140000Z,en.interfax.com.ua,English
2022-04-18,2022-04-24,https://www.mizzima.com/article/eu-encourages-reporting-eu-sanction-breakers,EU encourages reporting of EU sanction breakers,20220422T053000Z,mizzima.com,English
2022-04-18,2022-04-24,https://mizzima.com/article/eu-encourages-reporting-eu-sanction-breakers,EU encourages reporting of EU sanction breakers,20220422T180000Z,mizzima.com,English
2022-04-18,2022-04-24,https://www.businessinsider.in/politics/world/news/sanctions-on-russia-will-cause-significant-long-term-damage-to-its-economy-the-g7-says/articleshow/90986918.cms,"Sanctions on Russia will cause  significant  long - term damage to its economy , the G7 says",20220422T040000Z,businessinsider.in,English
2022-04-18,2022-04-24,https://news.am/eng/news/697802.html,"US continues to threaten China with sanctions , fearing its support for Russia",20220422T093000Z,news.am,English
2022-04-18,2022-04-24,https://www.investing.com/news/economy/australia-targets-putins-daughters-russian-senators-in-fresh-sanctions-2808489,"Australia targets Putin daughters , Russian senators in fresh sanctions By Reuters",20220422T084500Z,investing.com,English
2022-04-18,2022-04-24,https://www.nbclosangeles.com/news/business/money-report/sanctions-threaten-to-cripple-russias-multibillion-dollar-crypto-industry/2876000/,Sanctions Threaten to Cripple Russia Multibillion - Dollar Crypto Industry,20220422T113000Z,nbclosangeles.com,English
2022-04-18,2022-04-24,https://www.thestar.com.my/news/world/2022/04/22/australia-targets-putin039s-daughters-russian-senators-in-fresh-sanctions,"Australia targets Putin daughters , Russian senators in fresh sanctions",20220422T083000Z,thestar.com.my,English
2022-04-18,2022-04-24,https://www.techspot.com/news/94316-us-targets-russian-bitcoin-miners-latest-round-sanctions.html,US targets Russian Bitcoin miners in latest round of sanctions,20220422T133000Z,techspot.com,English
2022-04-18,2022-04-24,https://www.business-standard.com/article/international/us-not-in-talks-with-russia-about-lifting-sanctions-white-house-advisor-122042200076_1.html,US not in talks with Russia about lifting sanctions : White House advisor,20220422T054500Z,business-standard.com,English
2022-04-18,2022-04-24,https://www.nbcsandiego.com/news/business/money-report/sanctions-threaten-to-cripple-russias-multibillion-dollar-crypto-industry/2927241/,Sanctions Threaten to Cripple Russia Multibillion - Dollar Crypto Industry,20220422T103000Z,nbcsandiego.com,English
2022-04-18,2022-04-24,https://www.arabnews.com/node/2068511/world,"Australia targets Putin daughters , Russian senators in fresh sanctions",20220422T093000Z,arabnews.com,English
2022-04-18,2022-04-24,https://www.nbcconnecticut.com/news/business/money-report/sanctions-threaten-to-cripple-russias-multibillion-dollar-crypto-industry/2767412/,Sanctions Threaten to Cripple Russia Multibillion - Dollar Crypto Industry,20220422T103000Z,nbcconnecticut.com,English
2022-04-18,2022-04-24,https://www.unionleader.com/news/military/russia-is-failing-in-ukraine-top-u-s-official-says/article_3e93f9e5-5c93-550d-be81-4a58e7053783.html,"Russia is failing in Ukraine , top U . S . official says",20220422T010000Z,unionleader.com,English
2022-04-18,2022-04-24,https://seekingalpha.com/news/3825931-halliburton-warns-on-russia-asset-risk-must-end-some-contracts-by-may-15,"Halliburton warns on Russia asset risk , must end some contracts by May 15 ( NYSE : HAL ) ",20220422T204500Z,seekingalpha.com,English
2022-04-18,2022-04-24,https://www.newsweek.com/iran-hassan-rouhani-declares-end-trumpism-sanctions-1550717,Iran Rouhani Declares End of  Trumpism,20220422T113000Z,newsweek.com,English
2022-04-18,2022-04-24,https://sputniknews.com/20220422/eu-reportedly-to-allow-payment-for-russian-gas-in-rubles-under-certain-conditions-1094974769.html,EU Reportedly to Allow Payment for Russian Gas in Rubles  Under Certain Conditions,20220422T170000Z,sputniknews.com,English
2022-04-18,2022-04-24,https://woai.iheart.com/featured/the-joe-pags-show/content/2022-04-22-russia-imposes-sanctions-on-harris-zuckerberg-others/,"Russia Imposes Sanctions On Harris , Zuckerberg , Others | News Radio 1200 WOAI",20220422T173000Z,woai.iheart.com,English
2022-04-18,2022-04-24,https://bdnews24.com/world/asia-pacific/2022/04/22/australia-targets-putin-s-daughters-russian-senators-in-fresh-sanctions,"Australia targets Putin daughters , Russian senators in fresh sanctions",20220422T104500Z,bdnews24.com,English
2022-04-18,2022-04-24,https://www.10news.com/news/national/russia-ukraine-conflict/foreign-relations-weigh-in-on-whether-sanctions-can-actually-stop-russias-invasion-of-ukraine,Can sanctions stop Russia invasion ?,20220422T221500Z,10news.com,English
2022-04-18,2022-04-24,https://en.interfax.com.ua/news/general/826374.html,Ukrainian negotiator accuses Tbilisi of helping Russia circumvent sanctions,20220422T140000Z,en.interfax.com.ua,English
2022-04-18,2022-04-24,https://oilprice.com/Latest-Energy-News/World-News/EU-Can-Pay-for-Russian-Gas-Without-Violation-Sanctions.html,EU Can Pay for Russian Gas Without Violation Sanctions,20220422T200000Z,oilprice.com,English
2022-04-18,2022-04-24,https://timesofindia.indiatimes.com/india/us-blasts-chinas-support-for-russia-pledges-to-help-india/articleshow/90993074.cms,"US blasts China support for Russia , pledges to help India | India News",20220422T040000Z,timesofindia.indiatimes.com,English
2022-04-18,2022-04-24,https://www.urdupoint.com/en/business/us-state-dept-spokesperson-ned-price-says-g-1500691.html,US State Dept . Spokesperson Ned Price Says Great Honor To Be Sanctioned By Russia,20220422T001500Z,urdupoint.com,English
2022-04-18,2022-04-24,https://www.zerohedge.com/geopolitical/how-russia-avoids-oil-sanctions-transfer-sea-destination-unknown,How Russia Avoids Oil Sanctions : Transfer - At - Sea To  Destination Unknown,20220422T143000Z,zerohedge.com,English
2022-04-18,2022-04-24,https://www.theepochtimes.com/russias-billion-dollar-crypto-market-targeted-by-us-for-evading-sanctions_4420460.html,Russia Billion Dollar Crypto Market Targeted by US for Evading Sanctions,20220422T154500Z,theepochtimes.com,English
2022-04-18,2022-04-24,https://www.bloombergquint.com/global-economics/russia-faces-reverse-industrialization-in-sanctions-squeeze,Russia Faces  Reverse Industrialization  in Sanctions Squeeze,20220422T214500Z,bloombergquint.com,English
2022-04-18,2022-04-24,https://menafn.com/1104074877/Australia-targets-Putins-daughters-Russian-senators-in-fresh-sanctions&source=28,"Australia targets Putin daughters , Russian senators in fre ... ",20220422T120000Z,menafn.com,English
2022-04-18,2022-04-24,https://menafn.com/1104074877/Australia-targets-Putins-daughters-Russian-senators-in-fresh-sanctions&source=19,"Australia targets Putin daughters , Russian senators in fre ... ",20220422T120000Z,menafn.com,English
2022-04-18,2022-04-24,https://menafn.com/1104074877/Australia-targets-Putins-daughters-Russian-senators-in-fresh-sanctions&source=24,"Australia targets Putin daughters , Russian senators in fre ... ",20220422T120000Z,menafn.com,English
2022-04-18,2022-04-24,https://bdnews24.com/politics/2022/04/23/can-sanctions-really-stop-putin,Can sanctions really stop Putin ?,20220423T080000Z,bdnews24.com,English
2022-04-18,2022-04-24,https://www.naturalnews.com/2022-04-22-chinese-oil-firm-to-drop-western-assets.html,Chinese state - owned oil firm plans to drop assets in the West for fear of economic SANCTIONS,20220423T171500Z,naturalnews.com,English
2022-04-18,2022-04-24,https://economictimes.indiatimes.com/news/international/world-news/envoys-of-key-lat-am-states-of-brazil-argentina-oppose-sanctions-against-russia/articleshow/91031815.cms,russia sanctions : Envoys of key Lat Am states of Brazil & Argentina oppose sanctions against Russia,20220423T124500Z,economictimes.indiatimes.com,English
2022-04-18,2022-04-24,http://www.china.org.cn/world/2022-04/23/content_78182096.htm,"Sanctions not solution to end Ukraine crisis , says Hungarian expert",20220423T063000Z,china.org.cn,English
2022-04-18,2022-04-24,https://www.today.ng/business/finance/chinas-unionpay-suspends-operations-russia-419855,China Unionpay suspends operations in Russia,20220423T173000Z,today.ng,English
2022-04-18,2022-04-24,https://www.foxbusiness.com/markets/top-russian-bank-official-impact-sanctions,Top Russian bank official says country still to face real impact of sanctions,20220423T211500Z,foxbusiness.com,English
2022-04-18,2022-04-24,https://www.khou.com/article/news/nation-world/ukraine/ukraine-sanctions-russian-economy-putin/507-e80e8ed2-41ac-46d8-a745-da1605750703,Ukraine - Russia war : Sanctions affect Russia despite Putin claims,20220423T203000Z,khou.com,English
2022-04-18,2022-04-24,https://www.wfmynews2.com/article/news/nation-world/ukraine/ukraine-sanctions-russian-economy-putin/507-e80e8ed2-41ac-46d8-a745-da1605750703,Ukraine - Russia war : Sanctions affect Russia despite Putin claims,20220423T200000Z,wfmynews2.com,English
2022-04-18,2022-04-24,https://www.breitbart.com/clips/2022/04/23/yellen-its-natural-china-would-have-reason-to-buy-more-russian-oil-wed-like-them-to-use-their-relationship-with-russia-to-end-war/,"Yellen : It  Natural  China Would Have Reason to Buy More Russian Oil , Wed Like Them to Use Their Relationship with Russia to End War",20220423T174500Z,breitbart.com,English
2022-04-18,2022-04-24,https://www.breitbart.com/politics/2022/04/23/yellen-its-natural-china-would-have-reason-to-buy-more-russian-oil-wed-like-them-to-use-their-relationship-with-russia-to-end-war/,"Yellen : It  Natural  China Would Have Reason to Buy More Russian Oil , Wed Like Them to Use Their Relationship with Russia to End War",20220423T224500Z,breitbart.com,English
2022-04-18,2022-04-24,https://www.wthr.com/article/news/nation-world/ukraine/ukraine-sanctions-russian-economy-putin/507-e80e8ed2-41ac-46d8-a745-da1605750703,Ukraine - Russia war : Sanctions affect Russia despite Putin claims,20220423T163000Z,wthr.com,English
2022-04-18,2022-04-24,https://www.10tv.com/article/news/nation-world/ukraine/ukraine-sanctions-russian-economy-putin/507-e80e8ed2-41ac-46d8-a745-da1605750703,Ukraine - Russia war : Sanctions affect Russia despite Putin claims,20220423T174500Z,10tv.com,English
2022-04-18,2022-04-24,https://www.expatica.com/nl/uncategorized/russian-owned-amsterdam-trade-bank-collapses-195475/,Russian - owned Amsterdam Trade Bank collapses,20220423T051500Z,expatica.com,English
2022-04-18,2022-04-24,https://www.sott.net/article/467052-EU-changes-tune-on-ruble-gas-payments,EU changes tune on ruble gas payments -- Puppet Masters -- Sott . net,20220423T231500Z,sott.net,English
2022-04-18,2022-04-24,https://www.kvue.com/article/news/nation-world/ukraine/ukraine-sanctions-russian-economy-putin/507-e80e8ed2-41ac-46d8-a745-da1605750703,Ukraine - Russia war : Sanctions affect Russia despite Putin claims,20220423T213000Z,kvue.com,English
2022-04-18,2022-04-24,https://www.wkyc.com/article/news/nation-world/ukraine/ukraine-sanctions-russian-economy-putin/507-e80e8ed2-41ac-46d8-a745-da1605750703,Ukraine - Russia war : Sanctions affect Russia despite Putin claims,20220423T203000Z,wkyc.com,English
2022-04-18,2022-04-24,https://www.kare11.com/article/news/nation-world/ukraine/ukraine-sanctions-russian-economy-putin/507-e80e8ed2-41ac-46d8-a745-da1605750703,Ukraine - Russia war : Sanctions affect Russia despite Putin claims,20220423T161500Z,kare11.com,English
2022-04-18,2022-04-24,https://www.msn.com/en-xl/africa/other/russian-economy-feels-consequences-of-sanctions-despite-kremlins-denial/ar-AAWvQOa,Russian economy feels consequences of sanctions despite Kremlin denial,20220423T174500Z,msn.com,English
2022-04-18,2022-04-24,https://www.msn.com/en-za/news/other/russian-economy-feels-consequences-of-sanctions-despite-kremlin-s-denial/ar-AAWwfgn,Russian economy feels consequences of sanctions despite Kremlin denial,20220423T181500Z,msn.com,English
2022-04-18,2022-04-24,https://www.chron.com/news/article/Sanctions-hit-Russian-economy-although-Putin-17121665.php,"Sanctions hit Russian economy , although Putin says otherwise",20220423T140000Z,chron.com,English
2022-04-18,2022-04-24,https://menafn.com/1104071299/PM-Shmyhal-US-Treasury-Secretary-discuss-weapons-finances-sanctions&source=138,"PM Shmyhal , U . S . Treasury Secretary discuss weapons , finance ... ",20220423T044500Z,menafn.com,English
2022-04-18,2022-04-24,https://www.sfgate.com/news/article/Sanctions-hit-Russian-economy-although-Putin-17121665.php,"Sanctions hit Russian economy , although Putin says otherwise",20220423T134500Z,sfgate.com,English
2022-04-18,2022-04-24,https://www.euronews.com/2022/04/23/russian-economy-feels-consequences-of-sanctions-despite-kremlin-s-denial,Russian economy feels consequences of sanctions despite Kremlin denial,20220423T180000Z,euronews.com,English
2022-04-18,2022-04-24,https://www.cbs8.com/article/news/nation-world/ukraine/ukraine-sanctions-russian-economy-putin/507-e80e8ed2-41ac-46d8-a745-da1605750703,Ukraine - Russia war : Sanctions affect Russia despite Putin claims,20220423T180000Z,cbs8.com,English
2022-04-18,2022-04-24,https://www.wgrz.com/article/news/nation-world/ukraine/ukraine-sanctions-russian-economy-putin/507-e80e8ed2-41ac-46d8-a745-da1605750703,Ukraine - Russia war : Sanctions affect Russia despite Putin claims,20220423T170000Z,wgrz.com,English
2022-04-18,2022-04-24,https://economictimes.indiatimes.com/news/international/world-news/sanctions-hit-russian-economy-although-putin-says-otherwise/articleshow/91034003.cms,"Sanctions hit Russian economy , although Putin says otherwise",20220423T151500Z,economictimes.indiatimes.com,English
2022-04-18,2022-04-24,https://abcnews.go.com/Business/wireStory/sanctions-hit-russian-economy-putin-84262181,"Sanctions hit Russian economy , although Putin says otherwise",20220423T150000Z,abcnews.go.com,English
2022-04-18,2022-04-24,https://www.marketwatch.com/story/sanctions-hit-russian-economy-although-putin-says-otherwise-01650725314,"Sanctions hit Russian economy , although Putin says otherwise",20220423T153000Z,marketwatch.com,English
2022-04-18,2022-04-24,https://www.pbs.org/newshour/world/how-sanctions-are-affecting-the-russian-economy,How sanctions are affecting the Russian economy,20220423T171500Z,pbs.org,English
2022-04-18,2022-04-24,https://timesofindia.indiatimes.com/world/rest-of-world/there-is-a-new-normal-within-russia/articleshow/91008979.cms,russia : Living with Russia worst - ever sanctions : First person account,20220423T093000Z,timesofindia.indiatimes.com,English
2022-04-18,2022-04-24,https://apnews.com/article/russia-ukraine-business-europe-economy-dd7bcb1c09b4020a3f75048c4045fa90,"Sanctions hit Russian economy , although Putin says otherwise",20220423T144500Z,apnews.com,English
